PeakID (cmd=annotatePeaks.pl /hpc/users/divagt01/watanabe/Divagar/ChIP_seq_files/consensus_peaks_files/shared_peaks.bed hg38 -annStats shared_peaks_stats.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
2095	chr19	40692016	40692141	+	0	NA	exon (NM_024876, exon 15 of 15)	exon (NM_024876, exon 15 of 15)	-1420	NM_004756	9253	Hs.326953	NM_004756	ENSG00000105245	NUMBL	CAG3A|CTG3a|NBL|NUMB-R|NUMBLIKE|NUMBR|TNRC23	NUMB like endocytic adaptor protein	protein-coding
3077	chr5	6378235	6378640	+	0	NA	promoter-TSS (NM_032286)	promoter-TSS (NM_032286)	89	NM_032286	84246	Hs.13885	NM_032286	ENSG00000133398	MED10	L6|NUT2|TRG20	mediator complex subunit 10	protein-coding
1307	chr16	3024226	3024403	+	0	NA	promoter-TSS (NM_017885)	promoter-TSS (NM_017885)	-28	NM_001288665	54985	Hs.423103	NM_017885	ENSG00000103145	HCFC1R1	HPIP	host cell factor C1 regulator 1	protein-coding
1358	chr16	28822536	28822852	+	0	NA	promoter-TSS (NM_007245)	promoter-TSS (NM_007245)	-354	NM_001308230	11273	Hs.460499	NM_007245	ENSG00000168488	ATXN2L	A2D|A2LG|A2LP|A2RP	ataxin 2 like	protein-coding
443	chr1	211258914	211259206	+	0	NA	promoter-TSS (NR_146434)	promoter-TSS (NR_146434)	-217	NR_146432	55758	Hs.356399	NM_018254	ENSG00000117625	RCOR3	-	REST corepressor 3	protein-coding
3970	chr9	133149479	133149699	+	0	NA	promoter-TSS (NM_001042368)	promoter-TSS (NM_001042368)	-369	NM_001042368	5900	Hs.106185	NM_006266	ENSG00000160271	RALGDS	RGDS|RGF|RalGEF	ral guanine nucleotide dissociation stimulator	protein-coding
1618	chr17	42536568	42536859	+	0	NA	intron (NM_000263, intron 1 of 5)	CpG	780	NM_000263	4669	Hs.50727	NM_000263	ENSG00000108784	NAGLU	CMT2V|MPS-IIIB|MPS3B|NAG|UFHSD	N-acetyl-alpha-glucosaminidase	protein-coding
71	chr1	22451653	22452303	+	0	NA	5' UTR (NM_014870, exon 1 of 18)	5' UTR (NM_014870, exon 1 of 18)	127	NM_014870	9923	Hs.418966	NM_014870	ENSG00000184677	ZBTB40	ZNF923	zinc finger and BTB domain containing 40	protein-coding
3938	chr9	124869260	124869345	+	0	NA	exon (NM_030978, exon 3 of 6)	exon (NM_030978, exon 3 of 6)	7184	NM_030978	81873	Hs.132499	NM_030978	ENSG00000136950	ARPC5L	ARC16-2	actin related protein 2/3 complex subunit 5 like	protein-coding
3544	chr7	90346695	90346936	+	0	NA	intron (NM_001042717, intron 1 of 7)	intron (NM_001042717, intron 1 of 7)	150	NM_001042717	85865	Hs.593547	NM_033107	ENSG00000105793	GTPBP10	ObgH2|UG0751c10	GTP binding protein 10	protein-coding
3180	chr5	155728319	155728532	+	0	NA	Intergenic	CpG	-598332	NM_172244	6444	Hs.387207	NM_000337	ENSG00000170624	SGCD	35DAG|CMD1L|DAGD|LGMDR6|SG-delta|SGCDP|SGD	sarcoglycan delta	protein-coding
1842	chr19	1064833	1065167	+	0	NA	promoter-TSS (NM_001258328)	promoter-TSS (NM_001258328)	-923	NM_001258328	23526	Hs.465521	NM_012292	ENSG00000180448	ARHGAP45	HA-1|HLA-HA1|HMHA1	Rho GTPase activating protein 45	protein-coding
2576	chr21	33325094	33325447	+	0	NA	intron (NM_000629, intron 1 of 10)	CpG	361	NM_000629	3454	Hs.529400	NM_000629	ENSG00000142166	IFNAR1	AVP|IFN-alpha-REC|IFNAR|IFNBR|IFRC	interferon alpha and beta receptor subunit 1	protein-coding
2402	chr2	181892265	181892510	+	0	NA	intron (NM_001287503, intron 1 of 16)	CpG	671	NM_001287503	6744	Hs.196983	NM_006751	ENSG00000138434	ITPRID2	CS-1|CS1|KRAP|SPAG13|SSFA2	ITPR interacting domain containing 2	protein-coding
2162	chr19	50384157	50384541	+	0	NA	promoter-TSS (NM_002691)	promoter-TSS (NM_002691)	26	NR_046402	5424	Hs.279413	NM_002691	ENSG00000062822	POLD1	CDC2|CRCS10|MDPL|POLD	DNA polymerase delta 1, catalytic subunit	protein-coding
1744	chr17	79797848	79797921	+	0	NA	promoter-TSS (NM_020649)	promoter-TSS (NM_020649)	-768	NM_020649	57332	Hs.387258	NM_020649	ENSG00000141570	CBX8	PC3|RC1	chromobox 8	protein-coding
3810	chr8	144791594	144791607	+	0	NA	TTS (NR_106909)	TTS (NR_106909)	391	NR_106909	102465978		NR_106909	ENSG00000283764	MIR6850	hsa-mir-6850	microRNA 6850	ncRNA
8	chr1	1399852	1400081	+	0	NA	promoter-TSS (NR_135154)	promoter-TSS (NR_135154)	436	NR_015434	148413	Hs.741357	NR_015434	ENSG00000224870	MRPL20-AS1	-	MRPL20 antisense RNA 1	ncRNA
2547	chr20	63628168	63628582	+	0	NA	non-coding (NR_132418, exon 2 of 2)	non-coding (NR_132418, exon 2 of 2)	1140	NR_132417	100505771	Hs.448392	NR_132417	ENSG00000232442	MHENCR	-	melanoma highly expressed competing endogenous lncRNA for miR-425 and miR-489	ncRNA
1136	chr14	73713616	73713900	+	0	NA	5' UTR (NM_006029, exon 1 of 1)	5' UTR (NM_006029, exon 1 of 1)	667	NM_006029	9240	Hs.194709	NM_006029	ENSG00000176903	PNMA1	MA1	PNMA family member 1	protein-coding
1033	chr13	26253913	26254161	+	0	NA	promoter-TSS (NM_001318368)	promoter-TSS (NM_001318368)	-67	NM_001346501	1024	Hs.382306	NM_001260	ENSG00000132964	CDK8	K35	cyclin dependent kinase 8	protein-coding
1664	chr17	50944325	50944602	+	0	NA	Intergenic	Intergenic	-76485	NM_001243877	10140	Hs.703321	NM_005749	ENSG00000141232	TOB1	APRO5|APRO6|PIG49|TOB|TROB|TROB1	transducer of ERBB2, 1	protein-coding
461	chr1	225427352	225427735	+	0	NA	intron (NM_194442, intron 1 of 13)	CpG	570	NM_002296	3930	Hs.435166	NM_002296	ENSG00000143815	LBR	C14SR|DHCR14B|LMN2R|PHA|PHASK|TDRD18	lamin B receptor	protein-coding
1438	chr16	70380959	70381295	+	0	NA	3' UTR (NM_006927, exon 7 of 7)	3' UTR (NM_006927, exon 7 of 7)	34298	NM_001320525	55308	Hs.656037	NM_018332	ENSG00000168872	DDX19A	DDX19-DDX19L|DDX19L	DEAD-box helicase 19A	protein-coding
435	chr1	205543782	205543983	+	0	NA	Intergenic	Intergenic	-25102	NM_181644	148808	Hs.567714	NM_181644	ENSG00000174514	MFSD4A	MFSD4|UNQ3064	major facilitator superfamily domain containing 4A	protein-coding
2699	chr22	41301847	41301977	+	0	NA	intron (NM_017590, intron 1 of 22)	CpG	301	NM_001317930	5905	Hs.183800	NM_002883	ENSG00000100401	RANGAP1	Fug1|RANGAP|SD	Ran GTPase activating protein 1	protein-coding
1690	chr17	63741500	63741703	+	0	NA	intron (NM_001003786, intron 1 of 10)	CpG	369	NM_153335	92335	Hs.514402	NM_153335	ENSG00000266173	STRADA	LYK5|NY-BR-96|PMSE|STRAD|STRAD alpha|Stlk	STE20 related adaptor alpha	protein-coding
2422	chr2	203238819	203239281	+	0	NA	5' UTR (NM_177538, exon 1 of 13)	5' UTR (NM_177538, exon 1 of 13)	609	NM_177538	57404	Hs.446065	NM_020674	ENSG00000119004	CYP20A1	CYP-M	cytochrome P450 family 20 subfamily A member 1	protein-coding
2278	chr2	47175946	47176989	+	0	NA	exon (NM_001305624, exon 1 of 7)	exon (NM_001305624, exon 1 of 7)	156	NM_001743	805	Hs.468442	NM_001743	ENSG00000143933	CALM2	CALM|CALML2|CAM1|CAM3|CAMC|CAMII|CAMIII|LQT15|PHKD|PHKD2|caM	calmodulin 2	protein-coding
786	chr11	119101658	119101835	+	0	NA	5' UTR (NM_001382, exon 1 of 9)	5' UTR (NM_001382, exon 1 of 9)	329	NM_001382	1798	Hs.524081	NM_001382	ENSG00000172269	DPAGT1	ALG7|CDG-Ij|CDG1J|CMS13|CMSTA2|D11S366|DGPT|DPAGT|DPAGT2|G1PT|GPT|UAGT|UGAT	dolichyl-phosphate N-acetylglucosaminephosphotransferase 1	protein-coding
3965	chr9	131503344	131503387	+	0	NA	intron (NR_148400, intron 1 of 16)	CpG	463	NM_001353195	10585	Hs.522449	NM_007171	ENSG00000130714	POMT1	LGMD2K|LGMDR11|MDDGA1|MDDGB1|MDDGC1|RT	protein O-mannosyltransferase 1	protein-coding
2141	chr19	48445817	48446294	+	0	NA	exon (NM_031485, exon 1 of 7)	exon (NM_031485, exon 1 of 7)	282	NM_031485	83743	Hs.400625	NM_031485	ENSG00000105447	GRWD1	CDW4|GRWD|RRB1|WDR28	glutamate rich WD repeat containing 1	protein-coding
614	chr10	113854898	113854936	+	0	NA	promoter-TSS (NM_001271816)	promoter-TSS (NM_001271816)	285	NM_198514	374354	Hs.369924	NM_198514	ENSG00000196865	NHLRC2	FINCA	NHL repeat containing 2	protein-coding
2788	chr3	57556290	57556572	+	0	NA	exon (NM_001322177, exon 1 of 2)	exon (NM_001322177, exon 1 of 2)	184	NM_001322177	201626	Hs.572993	NM_177966	ENSG00000174840	PDE12	2'-PDE|2-PDE	phosphodiesterase 12	protein-coding
2479	chr20	17725054	17725379	+	0	NA	intron (NM_001014977, intron 2 of 2)	intron (NM_001014977, intron 2 of 2)	25268	NM_178477	140836	Hs.115366	NM_178477	ENSG00000125888	BANF2	BAF-L|BAF2|BAFL|C20orf179	barrier to autointegration factor 2	protein-coding
160	chr1	39902003	39902424	+	0	NA	promoter-TSS (NM_005376)	promoter-TSS (NM_005376)	-198	NM_005376	4610	Hs.437922	NM_005376	ENSG00000116990	MYCL	L-Myc|LMYC|MYCL1|bHLHe38	MYCL proto-oncogene, bHLH transcription factor	protein-coding
1125	chr14	67359829	67360253	+	0	NA	promoter-TSS (NM_004094)	promoter-TSS (NM_004094)	-38	NM_015994	51382	Hs.272630	NM_015994	ENSG00000100554	ATP6V1D	ATP6M|VATD|VMA8	ATPase H+ transporting V1 subunit D	protein-coding
2230	chr2	20350426	20350686	+	0	NA	intron (NM_001352925, intron 1 of 19)	CpG	278	NM_001352928	23369	Hs.467824	NM_015317	ENSG00000055917	PUM2	PUMH2|PUML2	pumilio RNA binding family member 2	protein-coding
1239	chr15	68818033	68818066	+	0	NA	intron (NM_006305, intron 1 of 6)	CpG	2873	NM_006305	8125	Hs.458747	NM_006305	ENSG00000140350	ANP32A	C15orf1|HPPCn|I1PP2A|LANP|MAPM|PHAP1|PHAPI|PP32	acidic nuclear phosphoprotein 32 family member A	protein-coding
3898	chr9	95048660	95049021	+	0	NA	intron (NM_032823, intron 11 of 14)	CpG	-16510	NR_106729	102466518		NR_106729	ENSG00000274115	MIR6081	hsa-mir-6081	microRNA 6081	ncRNA
1861	chr19	1875881	1876267	+	0	NA	TTS (NM_031213)	TTS (NM_031213)	9445	NM_031213	81926	Hs.465542	NM_031213	ENSG00000129968	ABHD17A	C19orf27|FAM108A1	abhydrolase domain containing 17A	protein-coding
324	chr1	154627547	154627931	+	0	NA	intron (NM_001025107, intron 1 of 14)	CpG	241	NM_001025107	103	Hs.12341	NM_001111	ENSG00000160710	ADAR	ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136	adenosine deaminase RNA specific	protein-coding
1327	chr16	9090353	9090607	+	0	NA	Intergenic	CpG	-1200	NM_014117	29035	Hs.221497	NM_014117	ENSG00000182831	C16orf72	PRO0149	chromosome 16 open reading frame 72	protein-coding
3143	chr5	112160925	112161160	+	0	NA	promoter-TSS (NR_002922)	promoter-TSS (NR_002922)	-443	NR_002922	654322	Hs.689709	NR_002922	ENSG00000238363	SNORA13	ACA13	small nucleolar RNA, H/ACA box 13	snoRNA
3046	chr4	139555246	139555563	+	0	NA	intron (NR_131339, intron 1 of 3)	CpG	1365	NM_001306199	80854	Hs.480792	NM_030648	ENSG00000145391	SETD7	KMT7|SET7|SET7/9|SET9	SET domain containing 7, histone lysine methyltransferase	protein-coding
1470	chr16	89507851	89508300	+	0	NA	promoter-TSS (NM_199367)	promoter-TSS (NM_199367)	-313	NM_199367	6687	Hs.185597	NM_003119	ENSG00000197912	SPG7	CAR|CMAR|PGN|SPG5C	SPG7 matrix AAA peptidase subunit, paraplegin	protein-coding
2074	chr19	37779346	37779520	+	0	NA	intron (NM_152360, intron 1 of 7)	intron (NM_152360, intron 1 of 7)	157	NM_152360	126231	Hs.531262	NM_152360	ENSG00000189144	ZNF573	-	zinc finger protein 573	protein-coding
2510	chr20	38033515	38033996	+	0	NA	promoter-TSS (NM_001303457)	promoter-TSS (NM_001303457)	209	NM_021215	58490	Hs.278839	NM_021215	ENSG00000101413	RPRD1B	C20orf77|CREPT|K-H|Kub5-Hera|NET60|dJ1057B20.2	regulation of nuclear pre-mRNA domain containing 1B	protein-coding
1636	chr17	44899164	44899427	+	0	NA	promoter-TSS (NM_001258399)	promoter-TSS (NM_001258399)	73	NM_001258353	9343	Hs.151787	NM_004247	ENSG00000108883	EFTUD2	MFDGA|MFDM|SNRNP116|Snrp116|Snu114|U5-116KD	elongation factor Tu GTP binding domain containing 2	protein-coding
502	chr1	243255993	243256284	+	0	NA	promoter-TSS (NM_014812)	promoter-TSS (NM_014812)	133	NM_001350246	10806	Hs.591530	NM_006642	ENSG00000054282	SDCCAG8	BBS16|CCCAP|CCCAP SLSN7|HSPC085|NPHP10|NY-CO-8|SLSN7|hCCCAP	serologically defined colon cancer antigen 8	protein-coding
2907	chr3	186783176	186783545	+	0	NA	promoter-TSS (NM_001967)	promoter-TSS (NM_001967)	-212	NM_001967	1974	Hs.518475	NM_001967	ENSG00000156976	EIF4A2	BM-010|DDX2B|EIF4A|EIF4F|eIF-4A-II|eIF4A-II	eukaryotic translation initiation factor 4A2	protein-coding
1164	chr14	94080619	94080981	+	0	NA	promoter-TSS (NM_145249)	promoter-TSS (NM_145249)	412	NM_020414	57062	Hs.510328	NM_020414	ENSG00000089737	DDX24	-	DEAD-box helicase 24	protein-coding
2742	chr3	15860095	15860342	+	0	NA	promoter-TSS (NM_015199)	promoter-TSS (NM_015199)	-672	NM_015199	23243	Hs.335239	NM_015199	ENSG00000206560	ANKRD28	PITK|PPP1R65	ankyrin repeat domain 28	protein-coding
3924	chr9	112717888	112718062	+	0	NA	intron (NR_138055, intron 1 of 4)	CpG	174	NM_001329585	58493	Hs.658575	NM_021218	ENSG00000148153	INIP	C9orf80|HSPC043|MISE|SOSSC|SSBIP1|hSSBIP1	INTS3 and NABP interacting protein	protein-coding
411	chr1	184387021	184387246	+	0	NA	5' UTR (NM_030806, exon 1 of 6)	5' UTR (NM_030806, exon 1 of 6)	117	NM_030806	81563	Hs.497159	NM_030806	ENSG00000116667	C1orf21	PIG13	chromosome 1 open reading frame 21	protein-coding
2958	chr4	26319953	26320178	+	0	NA	promoter-TSS (NM_015874)	promoter-TSS (NM_015874)	355	NM_203283	3516	Hs.479396	NM_005349	ENSG00000168214	RBPJ	AOS3|CBF1|IGKJRB|IGKJRB1|KBF2|RBP-J|RBPJK|RBPSUH|SUH|csl	recombination signal binding protein for immunoglobulin kappa J region	protein-coding
2000	chr19	17859679	17860502	+	0	NA	intron (NM_000980, intron 1 of 4)	CpG	212	NM_000980	6142	Hs.337766	NM_000980	ENSG00000105640	RPL18A	L18A	ribosomal protein L18a	protein-coding
839	chr12	31959144	31959422	+	0	NA	promoter-TSS (NM_018169)	promoter-TSS (NM_018169)	-136	NM_018169	55196	Hs.445129	NM_018169	ENSG00000174718	RESF1	C12orf35|GET|KIAA1551|UTA2-1	retroelement silencing factor 1	protein-coding
3719	chr8	73976206	73976288	+	0	NA	non-coding (NR_033334, exon 1 of 4)	non-coding (NR_033334, exon 1 of 4)	105	NM_001040613	54968	Hs.106650	NM_017866	ENSG00000175606	TMEM70	MC5DN2	transmembrane protein 70	protein-coding
2199	chr19	58228777	58229116	+	0	NA	promoter-TSS (NM_001320789)	promoter-TSS (NM_001320789)	32	NM_001320781	27300	Hs.438994	NM_014480	ENSG00000198131	ZNF544	-	zinc finger protein 544	protein-coding
1404	chr16	56931201	56932112	+	0	NA	promoter-TSS (NM_014685)	promoter-TSS (NM_014685)	-434	NM_001010989	9709	Hs.146393	NM_014685	ENSG00000051108	HERPUD1	HERP|Mif1|SUP	homocysteine inducible ER protein with ubiquitin like domain 1	protein-coding
983	chr12	122752708	122753120	+	0	NA	promoter-TSS (NM_003677)	promoter-TSS (NM_003677)	93	NM_003677	8562	Hs.22393	NM_003677	ENSG00000139726	DENR	DRP|DRP1|SMAP-3	density regulated re-initiation and release factor	protein-coding
1190	chr15	40161011	40161521	+	0	NA	intron (NM_001211, intron 1 of 22)	CpG	257	NM_001211	701	Hs.513645	NM_001211	ENSG00000156970	BUB1B	BUB1beta|BUBR1|Bub1A|MAD3L|MVA1|SSK1|hBUBR1	BUB1 mitotic checkpoint serine/threonine kinase B	protein-coding
1009	chr12	132195993	132196294	+	0	NA	TTS (NM_021808)	TTS (NM_021808)	-6448	NR_146452	100996246		NR_146452	ENSG00000256576	LINC02361	-	long intergenic non-protein coding RNA 2361	ncRNA
3876	chr9	72365592	72366054	+	0	NA	promoter-TSS (NM_001102421)	promoter-TSS (NM_001102421)	-576	NM_001102421	7763	Hs.406096	NM_006007	ENSG00000107372	ZFAND5	ZA20D2|ZFAND5A|ZNF216	zinc finger AN1-type containing 5	protein-coding
955	chr12	110501991	110502341	+	0	NA	promoter-TSS (NR_104099)	promoter-TSS (NR_104099)	-26	NR_104099	51699	Hs.600114	NM_016226	ENSG00000111237	VPS29	DC15|DC7|PEP11	VPS29 retromer complex component	protein-coding
2844	chr3	136862050	136862494	+	0	NA	promoter-TSS (NR_110177)	promoter-TSS (NR_110177)	64	NM_001291999	4690	Hs.126889	NM_006153	ENSG00000158092	NCK1	NCK|NCKalpha|nck-1	NCK adaptor protein 1	protein-coding
3379	chr6	125301427	125301745	+	0	NA	intron (NM_016063, intron 1 of 5)	CpG	550	NM_016063	51020	Hs.32826	NM_016063	ENSG00000111906	HDDC2	C6orf74|CGI-130|NS5ATP2|dJ167O5.2	HD domain containing 2	protein-coding
488	chr1	231528489	231528691	+	0	NA	promoter-TSS (NR_028399)	promoter-TSS (NR_028399)	-63	NR_028394	100303453	Hs.13318	NR_028393	ENSG00000270106	TSNAX-DISC1	-	TSNAX-DISC1 readthrough (NMD candidate)	ncRNA
1519	chr17	7835878	7836140	+	0	NA	Intergenic	CpG	-3897	NM_001348716	23135	Hs.223678	NM_001080424	ENSG00000132510	KDM6B	JMJD3	lysine demethylase 6B	protein-coding
2641	chr22	20394155	20394615	+	0	NA	non-coding (NR_046282, exon 1 of 6)	non-coding (NR_046282, exon 1 of 6)	270	NM_001256524	7625	Hs.517418	NM_003426	ENSG00000185252	ZNF74	COS52|ZFP520|ZNF520|hZNF7	zinc finger protein 74	protein-coding
146	chr1	39025430	39025813	+	0	NA	promoter-TSS (NM_001184979)	promoter-TSS (NM_001184979)	-674	NM_004552	4725	Hs.632385	NM_004552	ENSG00000168653	NDUFS5	CI-15k|CI15K	NADH:ubiquinone oxidoreductase subunit S5	protein-coding
664	chr11	32583828	32584461	+	0	NA	intron (NM_001307929, intron 1 of 7)	CpG	377	NM_006360	10480	Hs.502244	NM_006360	ENSG00000149100	EIF3M	B5|GA17|PCID1|TANGO7|hfl-B5	eukaryotic translation initiation factor 3 subunit M	protein-coding
3322	chr6	44219383	44219612	+	0	NA	promoter-TSS (NM_001304465)	promoter-TSS (NM_001304465)	-8	NM_001304466	2030	Hs.25450	NM_004955	ENSG00000112759	SLC29A1	ENT1	solute carrier family 29 member 1 (Augustine blood group)	protein-coding
1203	chr15	42273260	42273500	+	0	NA	promoter-TSS (NM_001301410)	promoter-TSS (NM_001301410)	204	NM_001110503	25963	Hs.511138	NM_015497	ENSG00000103978	TMEM87A	-	transmembrane protein 87A	protein-coding
110	chr1	28581618	28582160	+	0	NA	promoter-TSS (NR_003035)	promoter-TSS (NR_003035)	-16	NR_024127	85028	Hs.632377	NR_024127	ENSG00000197989	SNHG12	ASLNC04080|C1orf79|LINC00100|NCRNA00100|PNAS-123	small nucleolar RNA host gene 12	ncRNA
1625	chr17	42964229	42964467	+	0	NA	intron (NM_025267, intron 6 of 16)	CpG	150	NM_001261434	80755	Hs.317403	NM_001261434	ENSG00000266967	AARSD1	-	alanyl-tRNA synthetase domain containing 1	protein-coding
4019	chrX	71254733	71254944	+	0	NA	promoter-TSS (NM_005096)	promoter-TSS (NM_005096)	-189	NM_005096	9203	Hs.522684	NM_005096	ENSG00000147130	ZMYM3	DXS6673E|MYM|XFIM|ZNF198L2|ZNF261	zinc finger MYM-type containing 3	protein-coding
209	chr1	52056171	52056655	+	0	NA	promoter-TSS (NR_046405)	promoter-TSS (NR_046405)	228	NM_001243767	91408	Hs.429839	NM_152265	ENSG00000134717	BTF3L4	-	basic transcription factor 3 like 4	protein-coding
3916	chr9	105244300	105244542	+	0	NA	promoter-TSS (NM_001286730)	promoter-TSS (NM_001286730)	-184	NM_001330731	23446	Hs.573495	NM_022109	ENSG00000070214	SLC44A1	CD92|CDW92|CHTL1|CTL1	solute carrier family 44 member 1	protein-coding
3643	chr7	149873745	149873966	+	0	NA	promoter-TSS (NR_027040)	promoter-TSS (NR_027040)	7	NR_027040	401431	Hs.556998	NM_001008745	ENSG00000204934	ATP6V0E2-AS1	-	ATP6V0E2 antisense RNA 1	ncRNA
2296	chr2	65431462	65431588	+	0	NA	intron (NM_181784, intron 1 of 5)	CpG	997	NM_181784	200734	Hs.59332	NM_181784	ENSG00000198369	SPRED2	Spred-2	sprouty related EVH1 domain containing 2	protein-coding
3302	chr6	35920347	35920553	+	0	NA	intron (NR_034069, intron 2 of 15)	intron (NR_034069, intron 2 of 15)	730	NR_034069	6732	Hs.443861	NM_003137	ENSG00000096063	SRPK1	SFRSK1	SRSF protein kinase 1	protein-coding
1223	chr15	56887430	56887707	+	0	NA	non-coding (NR_015419, exon 4 of 4)	non-coding (NR_015419, exon 4 of 4)	-30522	NM_001322151	6938	Hs.511504	NM_003205	ENSG00000140262	TCF12	CRS3|HEB|HTF4|HsT17266|TCF-12|bHLHb20|p64	transcription factor 12	protein-coding
1072	chr14	23006961	23007208	+	0	NA	intron (NM_001130706, intron 1 of 7)	CpG	3117	NM_001282968	60686	Hs.255874	NM_021944	ENSG00000100802	C14orf93	RTFC	chromosome 14 open reading frame 93	protein-coding
396	chr1	174999925	175000496	+	0	NA	intron (NM_014412, intron 1 of 5)	CpG	454	NM_014412	27101	Hs.508524	NM_014412	ENSG00000116161	CACYBP	GIG5|PNAS-107|S100A6BP|SIP	calcyclin binding protein	protein-coding
3763	chr8	124372840	124372961	+	0	NA	promoter-TSS (NM_194291)	promoter-TSS (NM_194291)	-201	NM_194291	157378	Hs.100691	NM_194291	ENSG00000164983	TMEM65	-	transmembrane protein 65	protein-coding
1888	chr19	4670121	4670122	+	0	NA	intron (NM_019107, intron 1 of 5)	CpG	282	NM_019107	56005	Hs.465645	NM_019107	ENSG00000074842	MYDGF	C19orf10|EUROIMAGE1875335|IL25|IL27|IL27w|R33729_1|SF20	myeloid derived growth factor	protein-coding
3250	chr6	21587602	21587958	+	0	NA	Intergenic	CpG	-5961	NM_003107	6659	Hs.643910	NM_003107	ENSG00000124766	SOX4	EVI16	SRY-box transcription factor 4	protein-coding
112	chr1	28648515	28648858	+	0	NA	promoter-TSS (NR_004407)	promoter-TSS (NR_004407)	86	NR_004407	26824	Hs.640266	NR_004407	ENSG00000274978	RNU11	RNU11-1|U11	RNA, U11 small nuclear	snRNA
1605	chr17	41811537	41811555	+	0	NA	exon (NM_006455, exon 1 of 8)	exon (NM_006455, exon 1 of 8)	653	NM_006455	10609	Hs.446459	NM_006455	ENSG00000141696	P3H4	LEPREL4|NO55|NOL55|SC65	prolyl 3-hydroxylase family member 4 (non-enzymatic)	protein-coding
2598	chr21	43659052	43659483	+	0	NA	promoter-TSS (NM_015056)	promoter-TSS (NM_015056)	226	NM_007031	11077	Hs.406157	NM_007031	ENSG00000160207	HSF2BP	-	heat shock transcription factor 2 binding protein	protein-coding
705	chr11	62839331	62839716	+	0	NA	exon (NM_001307977, exon 1 of 10)	exon (NM_001307977, exon 1 of 10)	136	NM_001307977	54663	Hs.654620	NM_018093	ENSG00000133316	WDR74	Nsa1	WD repeat domain 74	protein-coding
1416	chr16	67430430	67430803	+	0	NA	promoter-TSS (NM_000196)	promoter-TSS (NM_000196)	-517	NM_000196	3291	Hs.1376	NM_000196	ENSG00000176387	HSD11B2	AME|AME1|HSD11K|HSD2|SDR9C3	hydroxysteroid 11-beta dehydrogenase 2	protein-coding
3245	chr6	17705757	17707086	+	0	NA	promoter-TSS (NR_134618)	promoter-TSS (NR_134618)	291	NR_134616	105374952	Hs.718703	NR_134616	ENSG00000272269	LOC105374952	-	uncharacterized LOC105374952	ncRNA
1563	chr17	31858642	31858869	+	0	NA	intron (NM_018405, intron 1 of 3)	CpG	319	NM_001330176	55352	Hs.462729	NM_018405	ENSG00000172301	COPRS	C17orf79|COPR5|HSA272196|TTP1	coordinator of PRMT5 and differentiation stimulator	protein-coding
999	chr12	124864113	124864464	+	0	NA	promoter-TSS (NM_005505)	promoter-TSS (NM_005505)	-315	NM_001082959	949	Hs.731377	NM_005505	ENSG00000073060	SCARB1	CD36L1|CLA-1|CLA1|HDLQTL6|SR-BI|SRB1	scavenger receptor class B member 1	protein-coding
676	chr11	45922218	45922462	+	0	NA	promoter-TSS (NM_001300721)	promoter-TSS (NM_001300721)	-336	NM_001300721	120071	Hs.86543	NM_152312	ENSG00000165905	LARGE2	GYLTL1B|PP5656	LARGE xylosyl- and glucuronyltransferase 2	protein-coding
2761	chr3	47282382	47282994	+	0	NA	promoter-TSS (NM_025010)	promoter-TSS (NM_025010)	-152	NM_025010	23276	Hs.517946	NM_025010	ENSG00000114648	KLHL18	-	kelch like family member 18	protein-coding
1118	chr14	64337996	64338500	+	0	NA	non-coding (NR_073496, exon 1 of 8)	non-coding (NR_073496, exon 1 of 8)	302	NM_001291712	2100	Hs.660607	NM_001437	ENSG00000140009	ESR2	ER-BETA|ESR-BETA|ESRB|ESTRB|Erb|NR3A2|ODG8	estrogen receptor 2	protein-coding
76	chr1	23343698	23343946	+	0	NA	intron (NM_001102398, intron 1 of 10)	CpG	542	NM_001297621	10236	Hs.373763	NM_005826	ENSG00000125944	HNRNPR	HNRPR|hnRNP-R	heterogeneous nuclear ribonucleoprotein R	protein-coding
2927	chr4	1346775	1347084	+	0	NA	promoter-TSS (NM_001317934)	promoter-TSS (NM_001317934)	-337	NM_001317934	57654	Hs.380475	NM_020894	ENSG00000163945	UVSSA	KIAA1530|UVSS3	UV stimulated scaffold protein A	protein-coding
500	chr1	236795334	236795925	+	0	NA	5' UTR (NM_001291939, exon 1 of 32)	5' UTR (NM_001291939, exon 1 of 32)	348	NM_001291939	4548	Hs.498187	NM_000254	ENSG00000116984	MTR	HMAG|MS|cblG	5-methyltetrahydrofolate-homocysteine methyltransferase	protein-coding
3680	chr8	22245103	22245399	+	0	NA	promoter-TSS (NR_029714)	promoter-TSS (NR_029714)	145	NM_001722	661	Hs.148342	NM_001722	ENSG00000168495	POLR3D	BN51T|RPC4|RPC53|TSBN51	RNA polymerase III subunit D	protein-coding
3904	chr9	95507732	95507898	+	0	NA	promoter-TSS (NM_001083607)	promoter-TSS (NM_001083607)	225	NM_001083604	5727	Hs.494538	NM_000264	ENSG00000185920	PTCH1	BCNS|NBCCS|PTC|PTC1|PTCH	patched 1	protein-coding
