PeakID (cmd=annotatePeaks.pl /hpc/users/divagt01/watanabe/Divagar/ChIP_seq_files/consensus_peaks_files/unique_cmyc_peaks.bed hg38 -annStats unique_cmyc_peaks_stats.txt)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
7279	chr3	106155824	106156177	+	0	NA	Intergenic	L2a|LINE|L2	-286578	NM_001321790	868	Hs.430589	NM_170662	ENSG00000114423	CBLB	Cbl-b|Nbla00127|RNF56	Cbl proto-oncogene B	protein-coding
8893	chr6	17311698	17312120	+	0	NA	Intergenic	Intergenic	29208	NM_153020	221662	Hs.519904	NM_153020	ENSG00000112183	RBM24	RNPC6|dJ259A10.1	RNA binding motif protein 24	protein-coding
10873	chr8	144231090	144231767	+	0	NA	intron (NM_001288814, intron 13 of 41)	Tigger1|DNA|TcMar-Tigger	31309	NR_107057	102465906		NR_107057	ENSG00000284054	MIR7112	MIR7112-1|MIR7112-2|hsa-mir-7112|hsa-mir-7112-1|hsa-mir-7112-2	microRNA 7112	ncRNA
5004	chr18	8707024	8707607	+	0	NA	non-coding (NR_120598, exon 1 of 2)	non-coding (NR_120598, exon 1 of 2)	306	NR_120598	100287082	Hs.439434	NR_120598	ENSG00000265962	GACAT2	MTCL1-AS1|MTCL1AS1	gastric cancer associated transcript 2	ncRNA
74	chr1	9267065	9267381	+	0	NA	3' UTR (NM_004285, exon 5 of 5)	3' UTR (NM_004285, exon 5 of 5)	-25659	NM_025106	80176	Hs.8261	NM_025106	ENSG00000171621	SPSB1	SSB-1|SSB1	splA/ryanodine receptor domain and SOCS box containing 1	protein-coding
5196	chr19	10336283	10336797	+	0	NA	intron (NM_001320605, intron 2 of 5)	AluSz6|SINE|Alu	-2902	NM_133452	125950	Hs.744952	NM_133452	ENSG00000161847	RAVER1	-	ribonucleoprotein, PTB binding 1	protein-coding
4427	chr17	34005870	34006396	+	0	NA	intron (NM_001094, intron 1 of 9)	L2b|LINE|L2	150673	NM_001094	40	Hs.368417	NM_001094	ENSG00000108684	ASIC2	ACCN|ACCN1|ASIC2a|BNC1|BNaC1|MDEG|hBNaC1	acid sensing ion channel subunit 2	protein-coding
7181	chr3	54935090	54935578	+	0	NA	intron (NM_001304389, intron 1 of 2)	intron (NM_001304389, intron 1 of 2)	-7260	NM_020678	57408	Hs.591668	NM_020678	ENSG00000144771	LRTM1	HT017	leucine rich repeats and transmembrane domains 1	protein-coding
2766	chr12	124734360	124734735	+	0	NA	Intergenic	Intergenic	129426	NM_001082959	949	Hs.731377	NM_005505	ENSG00000073060	SCARB1	CD36L1|CLA-1|CLA1|HDLQTL6|SR-BI|SRB1	scavenger receptor class B member 1	protein-coding
11211	chr9	128644406	128645167	+	0	NA	intron (NM_052844, intron 1 of 8)	Tigger1|DNA|TcMar-Tigger	12064	NM_052844	89891	Hs.495240	NM_052844	ENSG00000119333	WDR34	DIC5|FAP133|SRTD11|bA216B9.3	WD repeat domain 34	protein-coding
6914	chr22	35149180	35149468	+	0	NA	intron (NR_126356, intron 4 of 5)	intron (NR_126356, intron 4 of 5)	81732	NR_126356	104310353	Hs.581009	NR_126356	ENSG00000233080	LINC01399	-	long intergenic non-protein coding RNA 1399	ncRNA
1979	chr11	57384667	57385122	+	0	NA	Intergenic	MIR|SINE|MIR	-3744	NM_006093	10394	Hs.251386	NM_006093	ENSG00000156575	PRG3	MBP2|MBPH	proteoglycan 3, pro eosinophil major basic protein 2	protein-coding
6374	chr20	4221358	4221813	+	0	NA	exon (NM_000678, exon 2 of 2)	exon (NM_000678, exon 2 of 2)	27427	NM_000678	146	Hs.557	NM_000678	ENSG00000171873	ADRA1D	ADRA1|ADRA1A|ADRA1R|ALPHA1|DAR|dJ779E11.2	adrenoceptor alpha 1D	protein-coding
9391	chr6	136657515	136657977	+	0	NA	intron (NM_005923, intron 9 of 29)	intron (NM_005923, intron 9 of 29)	28632	NR_125858	101928461	Hs.666518	NR_125858		LOC101928461	-	uncharacterized LOC101928461	ncRNA
1319	chr1	224874796	224875295	+	0	NA	Intergenic	Intergenic	-54609	NM_144989	127602	Hs.133977	NM_001373	ENSG00000185842	DNAH14	C1orf67|Dnahc14|HL-18|HL18	dynein axonemal heavy chain 14	protein-coding
3092	chr13	67230219	67231160	+	0	NA	promoter-TSS (NM_020403)	promoter-TSS (NM_020403)	-353	NM_020403	5101	Hs.654709	NM_020403	ENSG00000184226	PCDH9	-	protocadherin 9	protein-coding
6554	chr20	43213744	43214089	+	0	NA	Intergenic	MSTC|LTR|ERVL-MaLR	-23999	NM_007050	11122	Hs.526879	NM_007050	ENSG00000196090	PTPRT	RPTPrho	protein tyrosine phosphatase receptor type T	protein-coding
8451	chr5	99070710	99071223	+	0	NA	Intergenic	LTR65|LTR|ERV1	141832	NR_036530	100289230	Hs.552095	NR_036530		LOC100289230	-	uncharacterized LOC100289230	ncRNA
3877	chr16	8868459	8869003	+	0	NA	promoter-TSS (NM_001042476)	promoter-TSS (NM_001042476)	-12	NM_001278261	23589	Hs.632184	NM_014316	ENSG00000153048	CARHSP1	CRHSP-24|CRHSP24|CSDC1	calcium regulated heat stable protein 1	protein-coding
8463	chr5	109239205	109239852	+	0	NA	intron (NR_149040, intron 3 of 3)	intron (NR_149040, intron 3 of 3)	86841	NR_149040	285638	Hs.532104	NR_149040	ENSG00000249476	LOC285638	-	uncharacterized LOC285638	ncRNA
4584	chr17	48871028	48872254	+	0	NA	Intergenic	Intergenic	-21145	NM_001002027	516	Hs.80986	NM_005175	ENSG00000159199	ATP5MC1	ATP5A|ATP5G|ATP5G1	ATP synthase membrane subunit c locus 1	protein-coding
113	chr1	12528449	12528891	+	0	NA	Intergenic	Intergenic	21424	NR_003022	677882	Hs.658450	NR_003022	ENSG00000266079	SNORA59B	ACA59	small nucleolar RNA, H/ACA box 59B	snoRNA
7801	chr4	25876199	25877170	+	0	NA	Intergenic	Intergenic	-13089	NM_001297592	23231	Hs.479384	NM_015187	ENSG00000091490	SEL1L3	Sel-1L3	SEL1L family member 3	protein-coding
11415	chrX	51495684	51496001	+	0	NA	intron (NM_018159, intron 1 of 1)	intron (NM_018159, intron 1 of 1)	765	NM_018159	55190	Hs.200016	NM_018159	ENSG00000196368	NUDT11	APS1|ASP1|DIPP3b|DIPP3beta|hDIPP3beta	nudix hydrolase 11	protein-coding
7657	chr3	192435270	192435773	+	0	NA	intron (NM_004113, intron 2 of 5)	intron (NM_004113, intron 2 of 5)	-26472	NM_021032	2257	Hs.390250	NM_004113	ENSG00000114279	FGF12	EIEE47|FGF12B|FHF1	fibroblast growth factor 12	protein-coding
263	chr1	29225068	29225469	+	0	NA	intron (NM_001349712, intron 1 of 11)	intron (NM_001349712, intron 1 of 11)	5690	NM_001349711	51102	Hs.183646	NM_016011	ENSG00000116353	MECR	CGI-63|DYTOABG|ETR1|FASN2B|NRBF1	mitochondrial trans-2-enoyl-CoA reductase	protein-coding
4735	chr17	63600545	63601179	+	0	NA	promoter-TSS (NM_016360)	promoter-TSS (NM_016360)	-10	NM_016360	51204	Hs.174134	NM_016360	ENSG00000136463	TACO1	CCDC44	translational activator of cytochrome c oxidase I	protein-coding
5472	chr19	49127715	49128745	+	0	NA	intron (NM_003660, intron 2 of 29)	CpG-14893	8841	NR_103842	8541	Hs.413748	NM_003660	ENSG00000177380	PPFIA3	LPNA3	PTPRF interacting protein alpha 3	protein-coding
9534	chr6	169738153	169739476	+	0	NA	Intergenic	THE1D|LTR|ERVL-MaLR	12769	NR_138070	6991	Hs.733746	NM_174910	ENSG00000184786	TCTE3	TCTEX1D3	t-complex-associated-testis-expressed 3	protein-coding
9785	chr7	43954528	43954933	+	0	NA	3' UTR (NM_015983, exon 7 of 7)	3' UTR (NM_015983, exon 7 of 7)	28294	NM_015983	51619	Hs.19196	NM_015983	ENSG00000078967	UBE2D4	HBUCE1	ubiquitin conjugating enzyme E2 D4 (putative)	protein-coding
5742	chr2	47034113	47036042	+	0	NA	intron (NM_001288953, intron 16 of 20)	intron (NM_001288953, intron 16 of 20)	-93222	NM_001171508	90411	Hs.662152	NM_139279	ENSG00000180398	MCFD2	F5F8D|F5F8D2|LMAN1IP|SDNSF	multiple coagulation factor deficiency 2	protein-coding
2759	chr12	124566632	124567389	+	0	NA	intron (NM_001077261, intron 1 of 47)	CpG	454	NM_006312	9612	Hs.137510	NM_006312	ENSG00000196498	NCOR2	CTG26|N-CoR2|SMAP270|SMRT|SMRTE|SMRTE-tau|TNRC14|TRAC|TRAC-1|TRAC1	nuclear receptor corepressor 2	protein-coding
1800	chr10	122518996	122519543	+	0	NA	Intergenic	Intergenic	-41396	NM_001320644	1755	Hs.279611	NM_004406	ENSG00000187908	DMBT1	GP340|SAG|SALSA|muclin	deleted in malignant brain tumors 1	protein-coding
274	chr1	31673014	31673309	+	0	NA	intron (NM_001856, intron 44 of 70)	intron (NM_001856, intron 44 of 70)	-27924	NM_012392	553115	Hs.470417	NM_012392	ENSG00000162517	PEF1	ABP32|PEF1A	penta-EF-hand domain containing 1	protein-coding
5526	chr19	56139903	56141248	+	0	NA	promoter-TSS (NM_018337)	promoter-TSS (NM_018337)	-591	NM_018337	55311	Hs.24545	NM_018337	ENSG00000167685	ZNF444	EZF-2|EZF2|ZSCAN17	zinc finger protein 444	protein-coding
4645	chr17	57145248	57145706	+	0	NA	Intergenic	Intergenic	59703	NM_001242902	8165	Hs.463506	NM_003488	ENSG00000121057	AKAP1	AKAP|AKAP121|AKAP149|AKAP84|D-AKAP1|PPP1R43|PRKA1|SAKAP84|TDRD17	A-kinase anchoring protein 1	protein-coding
2225	chr11	125382213	125382559	+	0	NA	intron (NM_022062, intron 5 of 12)	intron (NM_022062, intron 5 of 12)	-112828	NM_001301851	403312	Hs.450611	NM_203452		LOC403312	-	putative uncharacterized protein MGC39545	protein-coding
247	chr1	27536741	27537234	+	0	NA	intron (NM_001029882, intron 6 of 6)	intron (NM_001029882, intron 6 of 6)	-46800	NM_001201404	10163	Hs.469244	NM_006990	ENSG00000158195	WASF2	IMD2|SCAR2|WASF4|WAVE2|dJ393P12.2	WASP family member 2	protein-coding
3611	chr15	47912522	47912903	+	0	NA	Intergenic	Intergenic	-66476	NR_120336	101928442	Hs.242804	NR_120336	ENSG00000259572	LINC01491	-	long intergenic non-protein coding RNA 1491	ncRNA
1509	chr10	22021918	22022869	+	0	NA	Intergenic	L2|LINE|L2	-18672	NM_022365	64215	Hs.499000	NM_022365	ENSG00000136770	DNAJC1	DNAJL1|ERdj1|HTJ1|MTJ1	DnaJ heat shock protein family (Hsp40) member C1	protein-coding
5632	chr2	27884406	27885038	+	0	NA	intron (NM_001287580, intron 1 of 8)	intron (NM_001287580, intron 1 of 8)	-3987	NM_001329112	9577	Hs.258314	NM_004899	ENSG00000158019	BABAM2	BRCC4|BRCC45|BRE	BRISC and BRCA1 A complex member 2	protein-coding
8694	chr5	155601171	155601618	+	0	NA	Intergenic	Intergenic	587639	NM_001099293	285643	Hs.567824	NM_001099293	ENSG00000226650	KIF4B	-	kinesin family member 4B	protein-coding
5688	chr2	38523755	38524179	+	0	NA	Intergenic	Intergenic	-8227	NR_110259	101929596	Hs.537341	NR_110259		LINC02613	-	long intergenic non-protein coding RNA 2613	ncRNA
4761	chr17	66200678	66201065	+	0	NA	Intergenic	(AC)n|Simple_repeat|Simple_repeat	-8640	NM_001353128	201134	Hs.408676	NM_145036	ENSG00000154240	CEP112	CCDC46|MACOCO	centrosomal protein 112	protein-coding
4753	chr17	64357445	64357925	+	0	NA	intron (NM_000442, intron 7 of 15)	MIRb|SINE|MIR	33193	NM_000442	5175	Hs.376675	NM_000442	ENSG00000261371	PECAM1	CD31|CD31/EndoCAM|GPIIA'|PECA1|PECAM-1|endoCAM	platelet and endothelial cell adhesion molecule 1	protein-coding
5067	chr18	47979671	47980120	+	0	NA	Intergenic	Intergenic	-48749	NM_001003652	4087	Hs.12253	NM_005901	ENSG00000175387	SMAD2	JV18|JV18-1|MADH2|MADR2|hMAD-2|hSMAD2	SMAD family member 2	protein-coding
6755	chr21	35053458	35053896	+	0	NA	Intergenic	Intergenic	-4379	NM_001754	861	Hs.149261	NM_001754	ENSG00000159216	RUNX1	AML1|AML1-EVI-1|AMLCR1|CBF2alpha|CBFA2|EVI-1|PEBP2aB|PEBP2alpha	RUNX family transcription factor 1	protein-coding
4391	chr17	29617105	29618478	+	0	NA	5' UTR (NM_001351302, exon 1 of 7)	5' UTR (NM_001351302, exon 1 of 7)	326	NM_001351302	84940	Hs.143046	NM_032854	ENSG00000167549	CORO6	-	coronin 6	protein-coding
3098	chr13	71864057	71865289	+	0	NA	intron (NM_004392, intron 1 of 6)	intron (NM_004392, intron 1 of 6)	2519	NM_080760	1602	Hs.129452	NM_004392	ENSG00000276644	DACH1	DACH	dachshund family transcription factor 1	protein-coding
3523	chr14	99910776	99911390	+	0	NA	intron (NM_004434, intron 12 of 21)	MIRb|SINE|MIR	-60392	NM_001330221	51466	Hs.125867	NM_016337	ENSG00000196405	EVL	RNB6	Enah/Vasp-like	protein-coding
2470	chr12	30989716	30990661	+	0	NA	intron (NM_001080509, intron 7 of 7)	intron (NM_001080509, intron 7 of 7)	63284	NM_001080509	441631	Hs.505141	NM_001080509	ENSG00000110900	TSPAN11	VSSW1971	tetraspanin 11	protein-coding
5264	chr19	17718595	17718956	+	0	NA	promoter-TSS (NM_018174)	promoter-TSS (NM_018174)	-677	NM_018174	55201	Hs.66048	NM_018174	ENSG00000130479	MAP1S	BPY2IP1|C19orf5|MAP8|VCY2IP-1|VCY2IP1	microtubule associated protein 1S	protein-coding
6643	chr20	53609514	53610481	+	0	NA	intron (NR_134576, intron 1 of 2)	intron (NR_134576, intron 1 of 2)	1643	NR_134576	105372672	Hs.259350	NR_134576	ENSG00000235415	LOC105372672	-	uncharacterized LOC105372672	ncRNA
2740	chr12	123143075	123143454	+	0	NA	Intergenic	Intergenic	-32775	NM_001300801	57605	Hs.272759	NM_020845	ENSG00000090975	PITPNM2	NIR-3|NIR3|RDGB2|RDGBA2	phosphatidylinositol transfer protein membrane associated 2	protein-coding
180	chr1	21937495	21937959	+	0	NA	promoter-TSS (NM_001291860)	promoter-TSS (NM_001291860)	-430	NM_001291860	3339	Hs.562227	NM_005529	ENSG00000142798	HSPG2	HSPG|PLC|PRCAN|SJA|SJS|SJS1	heparan sulfate proteoglycan 2	protein-coding
7324	chr3	118681551	118682031	+	0	NA	intron (NR_135547, intron 1 of 3)	LTR9|LTR|ERV1	40023	NR_135573	101926968	Hs.518185	NR_135573		LOC101926968	-	uncharacterized LOC101926968	ncRNA
7131	chr3	46964461	46964946	+	0	NA	intron (NM_144716, intron 2 of 7)	SVA_D|Retroposon|SVA	11798	NR_102269	151903	Hs.631918	NM_144716	ENSG00000160799	CCDC12	-	coiled-coil domain containing 12	protein-coding
10178	chr7	151567261	151567692	+	0	NA	intron (NM_001040633, intron 11 of 15)	intron (NM_001040633, intron 11 of 15)	-47552	NM_005614	6009	Hs.283521	NM_005614	ENSG00000106615	RHEB	RHEB2	Ras homolog, mTORC1 binding	protein-coding
7165	chr3	52043649	52044401	+	0	NA	Intergenic	Intergenic	12420	NM_001947	1849	Hs.591664	NM_001947	ENSG00000164086	DUSP7	MKPX|PYST2	dual specificity phosphatase 7	protein-coding
10247	chr8	11346924	11347839	+	0	NA	non-coding (NR_147705, exon 1 of 2)	non-coding (NR_147705, exon 1 of 2)	135	NR_147705	100129129	Hs.662094	NR_147705	ENSG00000255020	LOC100129129	-	uncharacterized LOC100129129	ncRNA
7016	chr3	4763682	4764029	+	0	NA	intron (NM_001099952, intron 41 of 58)	intron (NM_001099952, intron 41 of 58)	-12265	NR_004428	100126791	Hs.663059	NR_004428	ENSG00000235947	EGOT	EGO|NCRNA00190	eosinophil granule ontogeny transcript	ncRNA
10373	chr8	29777666	29778123	+	0	NA	intron (NR_125814, intron 1 of 3)	intron (NR_125814, intron 1 of 3)	29585	NR_125815	101929450	Hs.512440	NR_125814	ENSG00000253490	LINC02099	-	long intergenic non-protein coding RNA 2099	ncRNA
1388	chr1	232925443	232925746	+	0	NA	Intergenic	Intergenic	-24937	NR_138025	84284	Hs.642715	NM_032324	ENSG00000135778	NTPCR	C1orf57|HCR-NTPase|THEP1	nucleoside-triphosphatase, cancer-related	protein-coding
6733	chr21	31781480	31782242	+	0	NA	Intergenic	L2b|LINE|L2	-49743	NM_020706	57466	Hs.17255	NM_020706	ENSG00000156304	SCAF4	SFRS15|SRA4	SR-related CTD associated factor 4	protein-coding
9427	chr6	149963452	149964154	+	0	NA	promoter-TSS (NM_025218)	promoter-TSS (NM_025218)	-171	NM_001317089	80329	Hs.653255	NM_025218	ENSG00000111981	ULBP1	N2DL-1|NKG2DL1|RAET1I	UL16 binding protein 1	protein-coding
1332	chr1	226356186	226356549	+	0	NA	Intergenic	Intergenic	-46619	NM_001270410	286826	Hs.120817	NM_173083	ENSG00000183814	LIN9	BARA|BARPsv|Lin-9|TGS|TGS1|TGS2	lin-9 DREAM MuvB core complex component	protein-coding
2630	chr12	79233226	79233800	+	0	NA	intron (NM_001135806, intron 3 of 9)	intron (NM_001135806, intron 3 of 9)	-185744	NR_031700	100302136		NR_031700	ENSG00000221788	MIR1252	MIRN1252|hsa-mir-1252	microRNA 1252	ncRNA
1130	chr1	201955097	201955871	+	0	NA	promoter-TSS (NM_006335)	promoter-TSS (NM_006335)	-7	NM_006335	10440	Hs.20716	NM_006335	ENSG00000134375	TIMM17A	TIM17|TIM17A	translocase of inner mitochondrial membrane 17A	protein-coding
6229	chr2	210002374	210003034	+	0	NA	exon (NM_199229, exon 1 of 6)	exon (NM_199229, exon 1 of 6)	139	NM_001278289	6120	Hs.282260	NM_006916	ENSG00000197713	RPE	RPE2-1	ribulose-5-phosphate-3-epimerase	protein-coding
155	chr1	19078452	19078754	+	0	NA	intron (NM_020765, intron 103 of 105)	intron (NM_020765, intron 103 of 105)	-122271	NM_001136265	126917	Hs.466625	NM_001136265	ENSG00000169991	IFFO2	-	intermediate filament family orphan 2	protein-coding
5430	chr19	46823056	46823460	+	0	NA	Intergenic	MIRb|SINE|MIR	7446	NR_024258	100170220	Hs.541243	NR_024258		SNAR-E	-	small NF90 (ILF3) associated RNA E	snRNA
5702	chr2	42361079	42361985	+	0	NA	promoter-TSS (NM_001319040)	promoter-TSS (NM_001319040)	-289	NM_001319040	9167	Hs.339639	NM_004718	ENSG00000115944	COX7A2L	COX7AR|COX7RP|EB1|SIG81	cytochrome c oxidase subunit 7A2 like	protein-coding
11015	chr9	85077818	85078445	+	0	NA	Intergenic	L2c|LINE|L2	407754	NM_001018064	4915	Hs.494312	NM_006180	ENSG00000148053	NTRK2	EIEE58|GP145-TrkB|OBHD|TRKB|trk-B	neurotrophic receptor tyrosine kinase 2	protein-coding
10830	chr8	137414980	137415386	+	0	NA	Intergenic	LTR5_Hs|LTR|ERVK	-1595	NR_125428	101927915	Hs.695851	NR_125428		LOC101927915	-	uncharacterized LOC101927915	ncRNA
7841	chr4	42306849	42307194	+	0	NA	intron (NR_134668, intron 1 of 1)	intron (NR_134668, intron 1 of 1)	84247	NR_134668	105374428	Hs.245131	NR_134668	ENSG00000250781	LOC105374428	-	uncharacterized LOC105374428	ncRNA
191	chr1	23484073	23485421	+	0	NA	promoter-TSS (NM_001143778)	promoter-TSS (NM_001143778)	-490	NM_001143778	55616	Hs.437379	NM_017707	ENSG00000088280	ASAP3	ACAP4|CENTB6|DDEFL1|UPLC1	ArfGAP with SH3 domain, ankyrin repeat and PH domain 3	protein-coding
9154	chr6	45772956	45773508	+	0	NA	Intergenic	Intergenic	164365	NR_045673	53405	Hs.485489	NM_016929	ENSG00000112782	CLIC5	DFNB102|DFNB103|MST130|MSTP130	chloride intracellular channel 5	protein-coding
11228	chr9	129460405	129461156	+	0	NA	Intergenic	Intergenic	-27880	NR_038955	100506190	Hs.529860	NR_038955		LINC00963	MetaLnc9	long intergenic non-protein coding RNA 963	ncRNA
8825	chr6	4805802	4806412	+	0	NA	intron (NM_004824, intron 1 of 6)	intron (NM_004824, intron 1 of 6)	29661	NM_004824	9425	Hs.269092	NM_004824	ENSG00000153046	CDYL	CDYL1	chromodomain Y like	protein-coding
137	chr1	16237075	16237450	+	0	NA	promoter-TSS (NM_030907)	promoter-TSS (NM_030907)	-98	NM_030907	79363	Hs.546430	NM_030907	ENSG00000132881	CPLANE2	C1orf89|RSG1	ciliogenesis and planar polarity effector 2	protein-coding
5670	chr2	37230833	37232010	+	0	NA	promoter-TSS (NM_001083946)	promoter-TSS (NM_001083946)	176	NM_005760	10153	Hs.135406	NM_005760	ENSG00000115816	CEBPZ	CBF|CBF2|HSP-CBF|NOC1	CCAAT enhancer binding protein zeta	protein-coding
8387	chr5	76402941	76403376	+	0	NA	promoter-TSS (NM_006633)	promoter-TSS (NM_006633)	-97	NM_006633	10788	Hs.291030	NM_006633	ENSG00000145703	IQGAP2	-	IQ motif containing GTPase activating protein 2	protein-coding
3794	chr15	90158213	90158582	+	0	NA	Intergenic	Intergenic	-26523	NM_020210	10509	Hs.474935	NM_020210	ENSG00000185033	SEMA4B	SEMAC|SemC	semaphorin 4B	protein-coding
4605	chr17	49935559	49935824	+	0	NA	Intergenic	Intergenic	-33507	NM_138281	1748	Hs.591167	NM_001934	ENSG00000108813	DLX4	BP1|DLX7|DLX8|DLX9|OFC15	distal-less homeobox 4	protein-coding
1073	chr1	185044838	185046302	+	0	NA	5' UTR (NM_007212, exon 1 of 7)	5' UTR (NM_007212, exon 1 of 7)	151	NM_007212	6045	Hs.591490	NM_007212	ENSG00000121481	RNF2	BAP-1|BAP1|DING|HIPI3|RING1B|RING2	ring finger protein 2	protein-coding
270	chr1	31310119	31310703	+	0	NA	intron (NM_001282571, intron 2 of 6)	L2a|LINE|L2	13429	NM_001282571	51538	Hs.524094	NM_016505	ENSG00000121766	ZCCHC17	HSPC251|PS1D|pNO40	zinc finger CCHC-type containing 17	protein-coding
1840	chr11	638213	638625	+	0	NA	intron (NM_000797, intron 1 of 3)	CpG	1114	NM_000797	1815	Hs.99922	NM_000797	ENSG00000069696	DRD4	D4DR	dopamine receptor D4	protein-coding
8711	chr5	159597916	159598452	+	0	NA	Intergenic	MLT1A|LTR|ERVL-MaLR	-131908	NR_027110	285627	Hs.552766	NR_027110	ENSG00000253298	LINC01845	-	long intergenic non-protein coding RNA 1845	ncRNA
721	chr1	113234005	113234755	+	0	NA	Intergenic	MIRb|SINE|MIR	-28127	NR_038846	643441	Hs.124895	NR_038846		LOC643441	-	uncharacterized LOC643441	ncRNA
1549	chr10	43436713	43437178	+	0	NA	promoter-TSS (NM_001355448)	promoter-TSS (NM_001355448)	97	NM_001355445	642819	Hs.719657	NM_001355444	ENSG00000243660	ZNF487	KRBO1|ZNF487P	zinc finger protein 487	protein-coding
2432	chr12	24142805	24143097	+	0	NA	intron (NM_152989, intron 4 of 17)	L1ME2|LINE|L1	-69470	NR_030625	100126320		NR_030625	ENSG00000216192	MIR920	MIRN920|hsa-mir-920	microRNA 920	ncRNA
7210	chr3	64131264	64132107	+	0	NA	intron (NM_198859, intron 7 of 7)	intron (NM_198859, intron 7 of 7)	28215	NR_046701	100874242	Hs.668874	NR_046701		PRICKLE2-AS2	-	PRICKLE2 antisense RNA 2	ncRNA
7371	chr3	125374959	125375691	+	0	NA	promoter-TSS (NM_001348424)	promoter-TSS (NM_001348424)	29	NM_001348430	7707	Hs.592591	NM_021964	ENSG00000163848	ZNF148	BERF-1|BFCOL1|GDACCF|HT-BETA|ZBP-89|ZFP148|pHZ-52	zinc finger protein 148	protein-coding
2488	chr12	38906532	38907067	+	0	NA	Intergenic	CpG	-1181	NM_153634	144402	Hs.40910	NM_153634	ENSG00000139117	CPNE8	-	copine 8	protein-coding
10238	chr8	10531312	10531684	+	0	NA	exon (NM_198464, exon 3 of 5)	exon (NM_198464, exon 3 of 5)	5952	NM_001197020	203074	Hs.591394	NM_198464	ENSG00000184647	PRSS55	CT153|T-SP1|TSP1|UNQ9391	serine protease 55	protein-coding
6867	chr22	26483663	26483922	+	0	NA	promoter-TSS (NM_001349899)	promoter-TSS (NM_001349899)	71	NR_146314	89781	Hs.474436	NM_022081	ENSG00000100099	HPS4	BLOC3S2|LE	HPS4 biogenesis of lysosomal organelles complex 3 subunit 2	protein-coding
7911	chr4	78056473	78057556	+	0	NA	promoter-TSS (NM_001166133)	promoter-TSS (NM_001166133)	-556	NM_001166133	80144	Hs.369448	NM_020875	ENSG00000138759	FRAS1	FRASRS1	Fraser extracellular matrix complex subunit 1	protein-coding
184	chr1	22612475	22612858	+	0	NA	Intergenic	Intergenic	20700	NR_106742	102466615		NR_106742	ENSG00000276835	MIR6127	hsa-mir-6127	microRNA 6127	ncRNA
2700	chr12	113873719	113874063	+	0	NA	intron (NM_001146699, intron 21 of 24)	intron (NM_001146699, intron 21 of 24)	92480	NM_001146699	9904	Hs.7482	NM_016196	ENSG00000122965	RBM19	Mrd1	RNA binding motif protein 19	protein-coding
6603	chr20	48921112	48921940	+	0	NA	promoter-TSS (NM_006420)	promoter-TSS (NM_006420)	-212	NM_006420	10564	Hs.62578	NM_006420	ENSG00000124198	ARFGEF2	BIG2|PVNH2|dJ1164I10.1	ADP ribosylation factor guanine nucleotide exchange factor 2	protein-coding
6184	chr2	199203011	199203361	+	0	NA	Intergenic	Intergenic	254910	NM_001172509	23314	Hs.516617	NM_015265	ENSG00000119042	SATB2	GLSS	SATB homeobox 2	protein-coding
11380	chrX	40308092	40309369	+	0	NA	Intergenic	MLT1C|LTR|ERVL-MaLR	45813	NR_110386	101927476	Hs.522607	NR_110386	ENSG00000236393	LOC101927476	-	uncharacterized LOC101927476	ncRNA
7563	chr3	161220879	161221776	+	0	NA	promoter-TSS (NM_001320227)	promoter-TSS (NM_001320227)	37	NM_001320227	51068	Hs.598836	NM_015938	ENSG00000169251	NMD3	CGI-07	NMD3 ribosome export adaptor	protein-coding
10696	chr8	122862752	122863032	+	0	NA	intron (NM_014943, intron 1 of 3)	intron (NM_014943, intron 1 of 3)	81230	NM_014943	22882	Hs.377090	NM_014943	ENSG00000178764	ZHX2	AFR1|RAF	zinc fingers and homeoboxes 2	protein-coding
9413	chr6	146901097	146901318	+	0	NA	intron (NR_034115, intron 7 of 10)	MIRb|SINE|MIR	-97383	NR_003954	729176	Hs.486708	NR_003954		KATNBL1P6	-	katanin regulatory subunit B1 like 1 pseudogene 6	pseudo
567	chr1	67404172	67404569	+	0	NA	Intergenic	Intergenic	26070	NM_001018068	26135	Hs.530412	NM_015640	ENSG00000142864	SERBP1	CGI-55|CHD3IP|HABP4L|PAI-RBP1|PAIRBP1	SERPINE1 mRNA binding protein 1	protein-coding
7551	chr3	159837802	159838160	+	0	NA	intron (NM_014575, intron 2 of 7)	intron (NM_014575, intron 2 of 7)	-1880	NM_001197109	29970	Hs.134665	NM_014575	ENSG00000151967	SCHIP1	SCHIP-1	schwannomin interacting protein 1	protein-coding
10314	chr8	22950125	22951096	+	0	NA	Intergenic	LTR9D|LTR|ERV1	-22702	NM_144962	157310	Hs.491242	NM_144962	ENSG00000134020	PEBP4	CORK-1|CORK1|GWTM1933|HEL-S-300|PEBP-4|PRO4408|hPEBP4	phosphatidylethanolamine binding protein 4	protein-coding
3364	chr14	56796532	56797660	+	0	NA	Intergenic	Intergenic	8567	NM_172337	5015	Hs.288655	NM_021728	ENSG00000165588	OTX2	CPHD6|MCOPS5	orthodenticle homeobox 2	protein-coding
